,entity_id,score,label_value,race,sex,age_cat
1470,2252,0.0,0,African-American,Male,25 - 45
1471,2256,0.0,0,Caucasian,Male,Greater than 45
1472,2258,1.0,1,Hispanic,Female,Less than 25
1473,2259,0.0,0,African-American,Male,25 - 45
1474,2261,0.0,0,African-American,Female,Greater than 45
1475,2262,0.0,1,Caucasian,Male,Less than 25
1476,2263,0.0,0,African-American,Male,25 - 45
1477,2268,1.0,0,Caucasian,Female,25 - 45
1478,2269,1.0,0,Caucasian,Female,Greater than 45
1479,2271,1.0,1,African-American,Male,25 - 45
1480,2272,1.0,0,Hispanic,Male,Greater than 45
1481,2274,0.0,1,Hispanic,Male,Greater than 45
1482,2276,0.0,0,African-American,Male,25 - 45
1483,2277,1.0,1,Asian,Male,25 - 45
1484,2278,0.0,1,Caucasian,Male,Greater than 45
1485,2279,1.0,0,Caucasian,Male,25 - 45
1486,2280,0.0,1,African-American,Male,Less than 25
1487,2281,0.0,1,African-American,Male,25 - 45
1488,2282,0.0,0,African-American,Male,25 - 45
1489,2283,1.0,1,African-American,Male,25 - 45
1490,2284,0.0,0,Hispanic,Male,25 - 45
1491,2285,0.0,0,Hispanic,Male,25 - 45
1492,2286,0.0,0,Hispanic,Male,25 - 45
1493,2287,1.0,1,African-American,Male,25 - 45
1494,2289,1.0,1,African-American,Female,Less than 25
1495,2290,0.0,1,Asian,Male,25 - 45
1496,2291,0.0,0,Caucasian,Male,Greater than 45
1497,2292,0.0,0,Asian,Male,25 - 45
1498,2293,0.0,0,Hispanic,Male,25 - 45
1499,2294,0.0,0,Hispanic,Male,Less than 25
1500,2297,1.0,1,Caucasian,Male,Less than 25
1501,2299,1.0,1,Caucasian,Male,25 - 45
1502,2300,1.0,1,Hispanic,Male,Greater than 45
1503,2301,1.0,1,African-American,Male,Less than 25
1504,2303,0.0,0,Caucasian,Female,25 - 45
1505,2306,0.0,0,Hispanic,Male,Greater than 45
1506,2307,1.0,0,African-American,Male,Greater than 45
1507,2309,1.0,1,Hispanic,Female,Less than 25
1508,2310,0.0,0,African-American,Male,25 - 45
1509,2311,0.0,1,African-American,Male,25 - 45
1510,2314,0.0,0,Caucasian,Male,Greater than 45
1511,2316,0.0,0,Caucasian,Male,Greater than 45
1512,2317,1.0,1,African-American,Male,25 - 45
1513,2318,1.0,1,Asian,Male,Less than 25
1514,2320,0.0,1,African-American,Female,Less than 25
1515,2321,1.0,1,African-American,Male,25 - 45
1516,2322,1.0,0,African-American,Male,25 - 45
1517,2324,0.0,1,Hispanic,Male,Less than 25
1518,2326,1.0,0,African-American,Male,25 - 45
1519,2327,1.0,1,African-American,Male,Greater than 45
1520,2328,0.0,0,Asian,Male,Less than 25
1521,2329,1.0,1,African-American,Male,25 - 45
1522,2332,0.0,0,Asian,Male,Greater than 45
1523,2334,0.0,1,Hispanic,Male,25 - 45
1524,2335,1.0,1,African-American,Male,25 - 45
1525,2336,1.0,1,African-American,Male,Less than 25
1526,2338,0.0,0,Hispanic,Male,Greater than 45
1527,2339,1.0,1,Caucasian,Female,25 - 45
1528,2342,1.0,0,African-American,Female,25 - 45
1529,2343,0.0,0,Caucasian,Male,Greater than 45
1530,2344,1.0,1,African-American,Female,Less than 25
1531,2349,1.0,0,African-American,Male,Greater than 45
1532,2350,1.0,1,African-American,Male,25 - 45
1533,2352,0.0,0,African-American,Female,Greater than 45
1534,2353,0.0,0,Caucasian,Male,Greater than 45
1535,2354,0.0,1,African-American,Male,Less than 25
1536,2355,0.0,1,African-American,Male,Less than 25
1537,2356,0.0,1,Asian,Male,Greater than 45
1538,2357,0.0,0,African-American,Male,25 - 45
1539,2360,0.0,0,African-American,Female,Less than 25
1540,2361,0.0,1,Caucasian,Female,Greater than 45
1541,2363,0.0,0,Asian,Male,25 - 45
1542,2365,0.0,0,African-American,Male,Greater than 45
1543,2366,0.0,0,Hispanic,Male,25 - 45
1544,2367,0.0,1,Caucasian,Female,25 - 45
1545,2370,0.0,0,African-American,Female,25 - 45
1546,2371,0.0,0,Hispanic,Male,25 - 45
1547,2372,1.0,0,African-American,Male,Greater than 45
1548,2374,0.0,0,Asian,Male,Less than 25
1549,2376,1.0,1,African-American,Male,25 - 45
1550,2380,1.0,0,Hispanic,Female,25 - 45
1551,2381,0.0,1,Hispanic,Male,Greater than 45
1552,2382,1.0,1,African-American,Male,Greater than 45
1553,2383,0.0,0,African-American,Male,25 - 45
1554,2385,1.0,1,African-American,Female,Less than 25
1555,2386,0.0,1,Caucasian,Male,25 - 45
1556,2387,1.0,1,African-American,Male,Less than 25
1557,2388,1.0,0,African-American,Female,25 - 45
1558,2389,0.0,0,Caucasian,Male,25 - 45
1559,2390,1.0,1,African-American,Male,25 - 45
1560,2392,0.0,1,African-American,Male,25 - 45
1561,2393,0.0,0,African-American,Male,Less than 25
1562,2394,1.0,1,Caucasian,Male,25 - 45
1563,2396,0.0,0,Caucasian,Female,Greater than 45
1564,2398,0.0,0,Caucasian,Female,Greater than 45
1565,2399,1.0,1,Hispanic,Male,25 - 45
1566,2400,1.0,0,African-American,Male,25 - 45
1567,2401,0.0,0,Caucasian,Male,25 - 45
1568,2402,1.0,1,Caucasian,Male,Greater than 45
1569,2404,1.0,0,African-American,Male,25 - 45
1570,2405,0.0,0,African-American,Female,Less than 25
1571,2406,0.0,0,African-American,Female,Greater than 45
1572,2407,1.0,1,Hispanic,Male,Less than 25
1573,2408,0.0,0,Caucasian,Female,Greater than 45
1574,2410,0.0,0,Hispanic,Female,25 - 45
1575,2411,1.0,0,African-American,Female,25 - 45
1576,2412,0.0,0,Asian,Male,25 - 45
1577,2415,0.0,0,Hispanic,Male,Greater than 45
1578,2416,0.0,1,Hispanic,Female,25 - 45
1579,2418,0.0,0,Hispanic,Male,Greater than 45
1580,2420,0.0,1,Caucasian,Male,25 - 45
1581,2421,0.0,0,Caucasian,Male,25 - 45
1582,2422,0.0,0,Caucasian,Male,25 - 45
1583,2425,1.0,1,Caucasian,Male,25 - 45
1584,2426,1.0,1,Caucasian,Male,Greater than 45
1585,2427,1.0,1,African-American,Male,25 - 45
1586,2428,1.0,0,African-American,Male,25 - 45
1587,2429,0.0,0,Hispanic,Male,25 - 45
1588,2430,0.0,1,Caucasian,Female,Greater than 45
1589,2431,0.0,0,Caucasian,Female,Less than 25
1590,2432,0.0,0,African-American,Male,25 - 45
1591,2437,0.0,0,African-American,Male,25 - 45
1592,2438,0.0,0,Caucasian,Male,Greater than 45
1593,2439,1.0,0,Caucasian,Female,Greater than 45
1594,2441,0.0,0,Asian,Male,25 - 45
1595,2442,1.0,1,African-American,Male,Less than 25
1596,2443,1.0,0,African-American,Male,25 - 45
1597,2444,1.0,0,African-American,Male,Greater than 45
1598,2445,1.0,1,African-American,Male,25 - 45
1599,2446,0.0,1,Caucasian,Male,Less than 25
1600,2448,1.0,1,Caucasian,Male,Less than 25
1601,2451,0.0,0,Caucasian,Male,Greater than 45
1602,2453,1.0,1,Caucasian,Female,Greater than 45
1603,2454,0.0,0,African-American,Male,25 - 45
1604,2456,1.0,0,Caucasian,Male,25 - 45
1605,2457,0.0,0,Caucasian,Male,25 - 45
1606,2459,1.0,0,African-American,Male,25 - 45
1607,2460,0.0,1,Caucasian,Male,Greater than 45
1608,2462,0.0,0,African-American,Male,25 - 45
1609,2464,1.0,0,Caucasian,Male,Greater than 45
1610,2465,1.0,0,African-American,Male,25 - 45
1611,2467,1.0,0,Caucasian,Female,25 - 45
1612,2470,0.0,0,African-American,Male,Greater than 45
1613,2471,1.0,0,Hispanic,Male,Greater than 45
1614,2472,1.0,0,Caucasian,Male,25 - 45
1615,2474,1.0,1,African-American,Male,Greater than 45
1616,2475,0.0,0,African-American,Male,Greater than 45
1617,2476,1.0,1,African-American,Male,25 - 45
1618,2477,1.0,1,Caucasian,Male,25 - 45
1619,2478,0.0,0,Asian,Male,25 - 45
1620,2479,1.0,1,Caucasian,Male,25 - 45
1621,2480,0.0,0,Caucasian,Male,25 - 45
1622,2482,0.0,0,Caucasian,Male,25 - 45
1623,2484,0.0,0,Caucasian,Male,Greater than 45
1624,2485,0.0,0,African-American,Female,25 - 45
1625,2486,1.0,0,Caucasian,Female,25 - 45
1626,2487,1.0,1,African-American,Male,25 - 45
1627,2488,0.0,1,African-American,Female,Greater than 45
1628,2489,1.0,0,Hispanic,Male,Less than 25
1629,2490,1.0,1,African-American,Male,25 - 45
1630,2493,1.0,1,African-American,Female,25 - 45
1631,2494,1.0,1,African-American,Female,Less than 25
1632,2495,1.0,0,Hispanic,Male,Less than 25
1633,2496,1.0,0,Caucasian,Male,Less than 25
1634,2497,0.0,0,African-American,Male,Greater than 45
1635,2498,0.0,0,Caucasian,Male,Greater than 45
1636,2499,1.0,1,Caucasian,Male,Greater than 45
1637,2501,0.0,0,African-American,Male,Less than 25
1638,2502,0.0,0,Hispanic,Male,Greater than 45
1639,2503,1.0,1,African-American,Female,25 - 45
1640,2504,0.0,1,African-American,Male,Less than 25
1641,2507,1.0,0,African-American,Male,25 - 45
1642,2509,1.0,1,African-American,Male,Less than 25
1643,2511,0.0,0,Hispanic,Male,25 - 45
1644,2512,1.0,1,African-American,Female,25 - 45
1645,2513,1.0,1,African-American,Male,Less than 25
1646,2514,1.0,1,African-American,Male,25 - 45
1647,2515,1.0,0,Caucasian,Male,25 - 45
1648,2516,0.0,0,African-American,Female,Less than 25
1649,2517,0.0,0,African-American,Male,25 - 45
1650,2518,1.0,0,Hispanic,Female,25 - 45
1651,2519,1.0,1,African-American,Male,25 - 45
1652,2520,0.0,1,Asian,Male,25 - 45
1653,2521,1.0,0,African-American,Female,Less than 25
1654,2523,0.0,0,African-American,Male,Greater than 45
1655,2524,1.0,0,African-American,Male,Less than 25
1656,2525,0.0,0,Hispanic,Male,25 - 45
1657,2526,0.0,0,Caucasian,Male,Greater than 45
1658,2527,1.0,1,African-American,Male,25 - 45
1659,2529,0.0,1,African-American,Male,25 - 45
1660,2530,1.0,1,Caucasian,Male,Less than 25
1661,2532,1.0,0,Hispanic,Male,25 - 45
1662,2533,1.0,1,Hispanic,Male,Less than 25
1663,2534,0.0,1,Caucasian,Male,Greater than 45
1664,2536,1.0,0,African-American,Female,Greater than 45
1665,2537,0.0,0,African-American,Female,25 - 45
1666,2538,0.0,0,Caucasian,Male,Greater than 45
1667,2539,1.0,1,African-American,Female,25 - 45
1668,2540,0.0,0,African-American,Male,Less than 25
1669,2541,0.0,0,Caucasian,Male,Greater than 45
1670,2542,1.0,1,African-American,Male,25 - 45
1671,2543,1.0,0,African-American,Male,25 - 45
1672,2544,1.0,1,Caucasian,Male,25 - 45
1673,2546,0.0,0,Caucasian,Male,Greater than 45
1674,2548,1.0,1,African-American,Male,25 - 45
1675,2549,0.0,0,Hispanic,Male,Greater than 45
1676,2550,0.0,0,Hispanic,Female,25 - 45
1677,2554,0.0,0,Caucasian,Female,Greater than 45
1678,2556,1.0,0,African-American,Male,Less than 25
1679,2557,1.0,0,Asian,Male,25 - 45
1680,2560,1.0,1,Asian,Male,Less than 25
1681,2561,1.0,1,African-American,Female,25 - 45
1682,2562,0.0,0,Hispanic,Male,25 - 45
1683,2564,0.0,1,African-American,Male,25 - 45
1684,2566,1.0,0,African-American,Male,25 - 45
1685,2567,1.0,0,Caucasian,Male,25 - 45
1686,2568,1.0,1,African-American,Male,Greater than 45
1687,2569,0.0,0,African-American,Male,25 - 45
1688,2571,1.0,1,African-American,Male,Less than 25
1689,2572,1.0,1,African-American,Female,25 - 45
1690,2573,1.0,1,Hispanic,Female,25 - 45
1691,2574,1.0,0,Caucasian,Male,Less than 25
1692,2575,1.0,1,Hispanic,Female,25 - 45
1693,2576,1.0,1,Caucasian,Male,Less than 25
1694,2578,0.0,1,African-American,Male,Greater than 45
1695,2579,0.0,0,Caucasian,Female,25 - 45
1696,2580,0.0,0,African-American,Female,Greater than 45
1697,2581,1.0,1,African-American,Male,25 - 45
1698,2582,0.0,0,Caucasian,Male,Greater than 45
1699,2583,0.0,0,Caucasian,Female,25 - 45
1700,2584,1.0,0,African-American,Male,Less than 25
1701,2586,0.0,0,Caucasian,Male,25 - 45
1702,2588,0.0,0,Hispanic,Male,25 - 45
1703,2589,0.0,0,Hispanic,Female,25 - 45
1704,2591,1.0,1,African-American,Male,Less than 25
1705,2592,0.0,1,African-American,Male,25 - 45
1706,2593,1.0,0,African-American,Female,25 - 45
1707,2594,0.0,0,African-American,Male,Greater than 45
1708,2595,0.0,0,Hispanic,Female,Greater than 45
1709,2599,0.0,0,Hispanic,Female,Greater than 45
1710,2602,0.0,0,Hispanic,Male,Greater than 45
1711,2604,1.0,1,African-American,Male,25 - 45
1712,2605,1.0,0,Hispanic,Male,Greater than 45
1713,2606,1.0,0,Caucasian,Male,25 - 45
1714,2607,0.0,0,Hispanic,Female,Greater than 45
1715,2608,0.0,1,African-American,Male,25 - 45
1716,2609,1.0,0,Caucasian,Male,25 - 45
1717,2610,0.0,0,African-American,Male,Greater than 45
1718,2611,0.0,0,African-American,Female,25 - 45
1719,2612,0.0,0,African-American,Female,25 - 45
1720,2613,0.0,0,Caucasian,Male,Greater than 45
1721,2614,0.0,0,Caucasian,Male,25 - 45
1722,2615,0.0,0,Caucasian,Male,Greater than 45
1723,2616,1.0,0,Hispanic,Male,Less than 25
1724,2618,1.0,1,African-American,Male,25 - 45
1725,2619,0.0,0,African-American,Female,25 - 45
1726,2620,1.0,1,Caucasian,Male,25 - 45
1727,2621,1.0,1,Hispanic,Male,25 - 45
1728,2623,0.0,0,Caucasian,Male,25 - 45
1729,2624,0.0,1,African-American,Male,Greater than 45
1730,2625,0.0,0,Hispanic,Male,Greater than 45
1731,2630,1.0,0,African-American,Female,25 - 45
1732,2632,0.0,0,Caucasian,Male,Greater than 45
1733,2633,1.0,1,African-American,Male,Greater than 45
1734,2634,1.0,1,Hispanic,Male,25 - 45
1735,2637,1.0,1,Hispanic,Male,25 - 45
1736,2638,0.0,0,Asian,Male,Less than 25
1737,2639,0.0,0,Caucasian,Male,25 - 45
1738,2641,0.0,0,African-American,Male,25 - 45
1739,2642,1.0,0,Hispanic,Male,Less than 25
1740,2643,0.0,0,Caucasian,Male,25 - 45
1741,2644,0.0,1,Caucasian,Male,25 - 45
1742,2645,1.0,0,Hispanic,Female,Greater than 45
1743,2649,0.0,0,Hispanic,Male,Greater than 45
1744,2650,0.0,0,Caucasian,Female,25 - 45
1745,2651,0.0,0,Caucasian,Male,Greater than 45
1746,2652,1.0,0,African-American,Male,25 - 45
1747,2654,1.0,0,African-American,Male,25 - 45
1748,2655,0.0,0,Hispanic,Male,Less than 25
1749,2656,0.0,0,Caucasian,Male,Greater than 45
1750,2657,0.0,0,African-American,Male,Greater than 45
1751,2658,0.0,0,Asian,Male,25 - 45
1752,2661,1.0,1,African-American,Female,25 - 45
1753,2662,0.0,0,Hispanic,Male,Less than 25
1754,2664,1.0,1,African-American,Male,25 - 45
1755,2666,1.0,1,African-American,Female,25 - 45
1756,2667,1.0,0,Caucasian,Male,Less than 25
1757,2668,0.0,0,Caucasian,Female,25 - 45
1758,2669,0.0,0,Caucasian,Male,Greater than 45
1759,2671,1.0,1,Caucasian,Male,25 - 45
1760,2672,1.0,1,African-American,Male,25 - 45
1761,2673,0.0,0,African-American,Male,Less than 25
1762,2676,0.0,1,Caucasian,Male,25 - 45
1763,2677,1.0,0,Caucasian,Male,Less than 25
1764,2678,0.0,0,African-American,Male,Less than 25
1765,2679,0.0,0,Caucasian,Female,25 - 45
1766,2680,1.0,0,African-American,Female,25 - 45
1767,2681,0.0,0,Caucasian,Male,25 - 45
1768,2682,0.0,0,Caucasian,Male,25 - 45
1769,2683,0.0,0,Hispanic,Female,Greater than 45
1770,2685,1.0,0,African-American,Female,Less than 25
1771,2686,1.0,0,African-American,Female,25 - 45
1772,2687,0.0,0,Hispanic,Male,Greater than 45
1773,2688,0.0,1,Caucasian,Male,25 - 45
1774,2689,0.0,0,Caucasian,Female,25 - 45
1775,2690,0.0,1,Caucasian,Female,Greater than 45
1776,2691,0.0,0,Caucasian,Female,Greater than 45
1777,2692,0.0,1,Hispanic,Male,25 - 45
1778,2696,0.0,0,African-American,Male,25 - 45
1779,2697,1.0,0,Hispanic,Male,Greater than 45
1780,2698,0.0,1,African-American,Female,Greater than 45
1781,2700,0.0,0,African-American,Female,Less than 25
1782,2703,1.0,0,African-American,Male,Greater than 45
1783,2704,0.0,1,Caucasian,Male,25 - 45
1784,2706,1.0,0,African-American,Female,25 - 45
1785,2707,1.0,0,Caucasian,Male,25 - 45
1786,2708,1.0,0,African-American,Male,25 - 45
1787,2711,0.0,1,Hispanic,Male,25 - 45
1788,2713,0.0,0,Caucasian,Male,25 - 45
1789,2714,1.0,0,Hispanic,Male,Greater than 45
1790,2716,1.0,1,Hispanic,Male,25 - 45
1791,2718,0.0,1,African-American,Female,25 - 45
1792,2719,0.0,1,African-American,Male,Less than 25
1793,2720,0.0,0,Hispanic,Male,25 - 45
1794,2721,1.0,1,African-American,Male,25 - 45
1795,2722,1.0,0,Hispanic,Male,25 - 45
1796,2723,1.0,1,Caucasian,Male,25 - 45
1797,2724,0.0,1,Caucasian,Male,Greater than 45
1798,2728,0.0,0,Asian,Male,Less than 25
1799,2730,1.0,1,African-American,Male,Less than 25
1800,2731,0.0,0,Hispanic,Male,25 - 45
1801,2732,1.0,1,Caucasian,Male,Greater than 45
1802,2733,0.0,0,Hispanic,Male,Greater than 45
1803,2735,1.0,1,African-American,Male,25 - 45
1804,2736,0.0,1,Caucasian,Male,25 - 45
1805,2737,1.0,1,African-American,Male,25 - 45
1806,2738,0.0,0,African-American,Male,25 - 45
1807,2740,0.0,1,African-American,Female,25 - 45
1808,2742,1.0,1,African-American,Female,25 - 45
1809,2745,1.0,0,African-American,Male,25 - 45
1810,2746,0.0,1,Caucasian,Male,Greater than 45
1811,2747,1.0,1,Hispanic,Male,Less than 25
1812,2748,0.0,0,Caucasian,Male,25 - 45
1813,2749,1.0,0,Hispanic,Male,25 - 45
1814,2750,1.0,0,African-American,Male,25 - 45
1815,2751,0.0,0,Hispanic,Female,Greater than 45
1816,2752,1.0,0,Hispanic,Male,Greater than 45
1817,2753,1.0,1,African-American,Male,25 - 45
1818,2754,1.0,0,Caucasian,Female,25 - 45
1819,2758,0.0,0,Caucasian,Male,25 - 45
1820,2759,1.0,0,Caucasian,Male,25 - 45
1821,2760,1.0,0,African-American,Male,25 - 45
1822,2762,1.0,1,African-American,Male,Less than 25
1823,2764,0.0,0,Caucasian,Male,25 - 45
1824,2765,0.0,0,Hispanic,Female,25 - 45
1825,2766,1.0,1,African-American,Male,25 - 45
1826,2767,0.0,1,Caucasian,Male,Greater than 45
1827,2770,0.0,0,African-American,Female,Less than 25
1828,2771,0.0,0,Caucasian,Male,25 - 45
1829,2772,1.0,1,African-American,Male,Less than 25
1830,2773,1.0,1,African-American,Male,Greater than 45
1831,2775,1.0,1,Caucasian,Male,25 - 45
1832,2776,1.0,0,Hispanic,Male,25 - 45
1833,2777,0.0,0,African-American,Male,25 - 45
1834,2779,0.0,0,Caucasian,Female,Greater than 45
1835,2780,0.0,0,Hispanic,Male,Greater than 45
1836,2782,1.0,1,African-American,Male,25 - 45
1837,2786,0.0,0,African-American,Male,25 - 45
1838,2787,1.0,1,Caucasian,Female,25 - 45
1839,2788,0.0,0,Caucasian,Male,Greater than 45
1840,2789,0.0,1,Hispanic,Male,Less than 25
1841,2790,0.0,0,Hispanic,Female,25 - 45
1842,2792,1.0,0,African-American,Male,25 - 45
1843,2793,1.0,0,African-American,Male,25 - 45
1844,2794,0.0,1,Hispanic,Male,25 - 45
1845,2797,0.0,1,Caucasian,Male,25 - 45
1846,2800,1.0,0,African-American,Male,Less than 25
1847,2802,0.0,0,Hispanic,Male,25 - 45
1848,2804,0.0,1,African-American,Male,25 - 45
1849,2805,1.0,0,African-American,Male,Greater than 45
1850,2807,1.0,1,Hispanic,Male,Less than 25
1851,2808,0.0,0,Hispanic,Male,25 - 45
1852,2809,0.0,0,African-American,Female,Less than 25
1853,2813,1.0,1,African-American,Male,25 - 45
1854,2814,0.0,1,Hispanic,Male,25 - 45
1855,2817,1.0,0,Caucasian,Male,25 - 45
1856,2819,1.0,1,Caucasian,Male,Less than 25
1857,2820,0.0,0,Caucasian,Male,Greater than 45
1858,2821,0.0,0,Caucasian,Female,25 - 45
1859,2824,1.0,1,Hispanic,Male,Greater than 45
1860,2825,0.0,1,Caucasian,Male,Less than 25
1861,2828,1.0,1,African-American,Female,Less than 25
1862,2829,0.0,0,Hispanic,Male,25 - 45
1863,2830,0.0,0,African-American,Male,Greater than 45
1864,2834,0.0,0,Asian,Male,25 - 45
1865,2835,1.0,1,Caucasian,Male,25 - 45
1866,2836,0.0,1,Asian,Female,Greater than 45
1867,2837,0.0,0,Asian,Female,Greater than 45
1868,2841,1.0,0,Caucasian,Male,Less than 25
1869,2842,0.0,1,African-American,Male,Less than 25
1870,2843,0.0,0,Caucasian,Male,25 - 45
1871,2844,1.0,1,Hispanic,Male,Less than 25
1872,2845,1.0,1,African-American,Male,Greater than 45
1873,2846,0.0,1,Caucasian,Male,25 - 45
1874,2848,1.0,1,African-American,Male,Less than 25
1875,2851,1.0,0,African-American,Male,25 - 45
1876,2852,1.0,0,African-American,Male,25 - 45
1877,2854,1.0,1,African-American,Male,25 - 45
1878,2855,0.0,1,Caucasian,Female,25 - 45
1879,2856,1.0,0,African-American,Male,25 - 45
1880,2857,1.0,0,African-American,Male,25 - 45
1881,2859,1.0,1,Caucasian,Male,25 - 45
1882,2860,0.0,0,Hispanic,Male,25 - 45
1883,2862,1.0,1,African-American,Male,25 - 45
1884,2863,0.0,1,African-American,Male,Less than 25
1885,2864,0.0,1,Caucasian,Male,25 - 45
1886,2865,0.0,1,African-American,Male,Less than 25
1887,2867,0.0,0,Hispanic,Male,25 - 45
1888,2868,1.0,0,Caucasian,Male,Less than 25
1889,2869,0.0,0,Hispanic,Male,25 - 45
1890,2870,1.0,1,African-American,Male,Less than 25
1891,2871,1.0,1,African-American,Male,Less than 25
1892,2873,1.0,1,Caucasian,Male,25 - 45
1893,2874,0.0,1,African-American,Male,25 - 45
1894,2875,1.0,1,African-American,Male,25 - 45
1895,2876,1.0,1,African-American,Female,Less than 25
1896,2879,0.0,0,Caucasian,Male,25 - 45
1897,2880,0.0,0,Caucasian,Male,Greater than 45
1898,2882,1.0,1,Caucasian,Male,25 - 45
1899,2883,1.0,1,African-American,Male,25 - 45
1900,2885,1.0,1,African-American,Male,25 - 45
1901,2886,1.0,1,Caucasian,Male,25 - 45
1902,2887,0.0,0,Hispanic,Male,25 - 45
1903,2890,1.0,1,African-American,Female,Greater than 45
1904,2891,1.0,1,Hispanic,Male,Less than 25
1905,2892,0.0,0,Caucasian,Male,Greater than 45
1906,2893,1.0,0,African-American,Male,25 - 45
1907,2896,0.0,1,Caucasian,Male,25 - 45
1908,2897,1.0,1,Caucasian,Male,25 - 45
1909,2898,0.0,0,Caucasian,Female,25 - 45
1910,2899,1.0,1,Caucasian,Male,25 - 45
1911,2900,1.0,0,African-American,Male,Less than 25
1912,2901,1.0,1,African-American,Male,25 - 45
1913,2902,0.0,0,Caucasian,Male,25 - 45
1914,2903,0.0,1,African-American,Female,25 - 45
1915,2907,1.0,1,African-American,Male,Less than 25
1916,2908,1.0,0,African-American,Male,Less than 25
1917,2910,0.0,0,Hispanic,Male,25 - 45
1918,2911,0.0,1,African-American,Male,25 - 45
1919,2913,1.0,0,African-American,Male,25 - 45
1920,2914,1.0,0,African-American,Male,25 - 45
1921,2915,0.0,1,Caucasian,Male,25 - 45
1922,2917,0.0,0,Caucasian,Male,25 - 45
1923,2918,1.0,1,Hispanic,Female,25 - 45
1924,2922,1.0,0,Caucasian,Male,Greater than 45
1925,2923,0.0,0,African-American,Female,25 - 45
1926,2925,0.0,0,Hispanic,Male,Greater than 45
1927,2926,0.0,1,Caucasian,Male,Less than 25
1928,2927,1.0,1,African-American,Male,25 - 45
1929,2928,0.0,0,African-American,Male,25 - 45
1930,2929,0.0,0,Hispanic,Male,Less than 25
1931,2930,1.0,1,Caucasian,Male,25 - 45
1932,2931,0.0,0,African-American,Male,25 - 45
1933,2932,0.0,0,Caucasian,Male,25 - 45
1934,2933,1.0,1,African-American,Male,25 - 45
1935,2934,0.0,1,Caucasian,Male,25 - 45
1936,2935,0.0,0,Caucasian,Male,Greater than 45
1937,2936,0.0,0,African-American,Male,25 - 45
1938,2937,1.0,1,Caucasian,Male,Less than 25
1939,2938,0.0,0,African-American,Male,25 - 45
1940,2939,1.0,0,African-American,Female,Less than 25
1941,2943,0.0,0,Asian,Female,25 - 45
1942,2946,0.0,0,Hispanic,Male,25 - 45
1943,2949,0.0,1,Caucasian,Male,Greater than 45
1944,2951,0.0,0,Caucasian,Male,25 - 45
1945,2952,0.0,0,African-American,Female,Less than 25
1946,2954,0.0,0,Caucasian,Male,Less than 25
1947,2955,0.0,0,African-American,Male,25 - 45
1948,2956,1.0,0,Caucasian,Male,Greater than 45
1949,2959,1.0,0,African-American,Male,25 - 45
1950,2961,1.0,1,African-American,Male,25 - 45
1951,2962,0.0,0,African-American,Male,25 - 45
1952,2963,0.0,0,Hispanic,Male,25 - 45
1953,2964,0.0,1,Caucasian,Male,Less than 25
1954,2965,1.0,0,Hispanic,Male,25 - 45
1955,2968,0.0,1,African-American,Male,25 - 45
1956,2969,0.0,1,Caucasian,Male,Greater than 45
1957,2970,0.0,0,Caucasian,Male,25 - 45
1958,2972,0.0,0,African-American,Male,Greater than 45
1959,2973,0.0,1,African-American,Female,Less than 25
1960,2974,1.0,1,Caucasian,Male,Greater than 45
1961,2976,1.0,0,Hispanic,Male,25 - 45
1962,2977,1.0,0,African-American,Female,Greater than 45
1963,2979,1.0,0,African-American,Male,25 - 45
1964,2982,1.0,1,African-American,Male,Greater than 45
1965,2983,0.0,0,Hispanic,Female,25 - 45
1966,2984,0.0,0,African-American,Female,Greater than 45
1967,2985,0.0,1,Caucasian,Male,Greater than 45
1968,2988,0.0,0,African-American,Male,Greater than 45
1969,2990,0.0,0,Hispanic,Male,Greater than 45
1970,2991,0.0,1,African-American,Male,Greater than 45
1971,2992,0.0,0,Hispanic,Female,25 - 45
1972,2993,1.0,1,Hispanic,Male,Less than 25
1973,2995,1.0,0,Caucasian,Male,Greater than 45
1974,2996,0.0,0,Hispanic,Male,Less than 25
1975,2997,1.0,1,African-American,Male,25 - 45
1976,2998,0.0,0,Hispanic,Female,Less than 25
1977,3003,0.0,0,African-American,Male,25 - 45
1978,3004,1.0,1,African-American,Female,25 - 45
1979,3005,1.0,0,Asian,Female,Less than 25
1980,3008,0.0,1,Caucasian,Male,25 - 45
1981,3009,0.0,0,Hispanic,Male,Greater than 45
1982,3010,0.0,0,Caucasian,Male,Greater than 45
1983,3014,1.0,1,African-American,Male,Less than 25
1984,3015,0.0,1,Caucasian,Male,Greater than 45
1985,3019,0.0,1,Caucasian,Male,Greater than 45
1986,3020,1.0,0,African-American,Female,Greater than 45
1987,3021,1.0,1,Caucasian,Female,25 - 45
1988,3022,1.0,0,African-American,Male,25 - 45
1989,3023,1.0,1,African-American,Male,25 - 45
1990,3025,1.0,0,African-American,Male,25 - 45
1991,3027,0.0,1,African-American,Male,Greater than 45
1992,3029,1.0,1,Caucasian,Male,25 - 45
1993,3030,0.0,0,African-American,Male,25 - 45
1994,3031,1.0,1,Hispanic,Male,25 - 45
1995,3032,0.0,0,Hispanic,Male,25 - 45
1996,3033,1.0,0,African-American,Male,25 - 45
1997,3034,0.0,0,African-American,Female,25 - 45
1998,3035,0.0,0,Hispanic,Male,25 - 45
1999,3036,0.0,0,African-American,Female,25 - 45
2000,3037,1.0,0,Hispanic,Male,Less than 25
